,airline_sentiment,text
3344,negative,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting"
6666,neutral,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!"
1035,positive,"@SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, lol."
1162,positive,@JetBlue you're still the best
3415,negative,@AmericanAir so great AA1103 sitting for an hour first technical problems now what?
6854,neutral,@JetBlue Just a thought!
5779,neutral,@USAirways thank you
3272,negative,@USAirways @AmericanAir 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.
5778,neutral,@AmericanAir hey guys. DMed you a question about when 500-mile upgrades post after earning. Hope to use tomorrow
6524,neutral,@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?
6047,neutral,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G"
5085,neutral,@AmericanAir We've sent you more info via DM.  I truly hope you resolve this very quickly. #media #filmcrew #cnn #nbc
588,positive,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv
206,positive,@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux
4592,negative,@virginamerica What is your phone number. I can't find who to call about a flight reservation.
6222,neutral,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ"
2755,negative,"@USAirways is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable"
5131,neutral,@SouthwestAir Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon
2316,positive,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!
663,positive,@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.
539,positive,@USAirways On re-accommodation number Lisa (Liza?) in Raleigh was very helpful
4605,negative,@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.
4011,negative,@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!
681,positive,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous."
6067,neutral,"@united bagage which i take to in the cabin i dont need to check-in,correct?"
6911,neutral,@JetBlue unveils new 'Bluemanity' livery - USA TODAY http://t.co/ueGgKN79zA
5311,neutral,"@USAirways, can't control weather/flight attendant.Can control this-green ACU bag, 1.5 hrs &amp; counting! Yep that's me! http://t.co/0jUtCDRLjl"
5339,neutral,"@united yes. Houston Int'l, Bush."
3091,negative,@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!
3255,negative,"@United no consistency, #Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. #time2switch"
1583,positive,@SouthwestAir was fantastic! That's the best flight service I've ever had.
3646,negative,@SouthwestAir have u seen any of the messages the past hour ?
1372,positive,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8
3008,negative,"@AmericanAir not only did you rebook me on the wrong day, your phone system says it can't handle the volume and hangs up on me!!!"
5079,neutral,@SouthwestAir RDU flights expected to be ok this afternoon and tonight?
3972,negative,@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail
196,positive,"@united Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better."
4425,negative,@USAirways No I got to Philly on Monday and got to my final destination South Carolina on Wednesday. Its not acceptable.
1156,positive,@SouthwestAir SEA to DEN. South Sound Volleyball team on its way! http://t.co/tN5cXCld6M
3379,negative,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...
5805,neutral,@JetBlue minutes to spare.
1092,positive,@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?
4610,negative,@united 100. % failure in 2015 #UnitedAirlines
2490,negative,@AmericanAir it is absolutely unacceptable.  I have been calling all day and am hung up on every time. I just need a 5 minute bit of help!
3168,negative,@united you're the reason this whole travel experience has been a nightmare
1366,positive,@AmericanAir those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!
810,positive,@VirginAmerica Dad on Segway is the best part of this whole infographic!
4345,negative,@USAirways who do I contact about my awful experience I had 2/15/15 with @USAirways Flight 713 BUF-CLT?
6699,neutral,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?"
1293,positive,@AmericanAir v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!
3814,negative,"@JetBlue @martysg you *know* how I love you, JB, but honestly, when you have complex feedback, those pull-down sub-option forms=maddening."
826,positive,@SouthwestAir hot stewardess flipped me off
4835,neutral,"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!"
2197,positive,@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?
1609,positive,"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”"
1981,positive,@SouthwestAir never lets me down!!!
5203,neutral,@USAirways  how does one downgrade a flight?
1802,positive,@united give her the recognition she deserves!
4132,negative,@JetBlue Found someone to ask. No answers. Landed almost 40 minutes ago.
6108,neutral,@SouthwestAir Plz consider customers you're losing to #AA for 🚫 the KC ↔️ OKC directs. #okcdirects #OKC #MCI #flights #okcprofessionals
1207,positive,@united Very impressed so far. An app that's worth a damn and sms updates on my flight.
6798,neutral,@SouthwestAir who should I contact about a missing Rapid Rewards credit?
5524,neutral,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za
370,positive,@united Just sent a DM. Thank you for the acknowledgment.
5516,neutral,@united how about changing RNO -DEN non-stop In May (9) from 6am to Late Flight morning or early afternoon?
3751,negative,@AmericanAir Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive)
3650,negative,@AmericanAir why can't @dfwairport have the capability to spread salt on a runway?!
3613,negative,"@USAirways 4 segments, 4/4 delayed. Gnv &gt; CTL . CTL &gt; JAN . JAN &gt; CTL . CTL &gt; GNV. My year off from flying with you guys was the way to go."
586,positive,@USAirways thanks :)
1474,positive,@united awesome new plane flight 1701
6343,neutral,@JetBlue to start 3xweekly @EmbraerSA #E190 flights from #Washington Reagan to #Nantucket between 19JUN-6SEP #avgeek
940,positive,@JetBlue Thanks for the complimentary upgrade to first.  You are the best!
1114,positive,.@SouthwestAir Thx for the follow up. Just sent DM
1047,positive,@AmericanAir Thanks!
3205,negative,@AmericanAir instead of putting the burden on your customers do the right thing and get more gate agents.
2280,positive,@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!
2084,positive,@SouthwestAir show me some love and a companion flight~please and thank you!
4760,neutral,@AmericanAir research buddy. Read my previous tweets and get some context.
1709,positive,@JetBlue thank you! I know the weather in #Boston isn't great. Everyone's tired
5026,neutral,"@SouthwestAir oh, is it only in Atlanta?"
2083,positive,So appreciated! @united
4824,neutral,@SouthwestAir  Wish you allowed http://t.co/0pDNtGBXC6 to access you site for awards tracking.
2482,negative,@USAirways this is so unacceptable. I'm going for the day. Now most of my day will be sitting on your plane. Not to mention there is no air
7032,neutral,@SouthwestAir k thanks :)
4422,negative,"@USAirways I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!"
3845,negative,@JetBlue Flight 1533 JFK to Cartagena all at this airport bar singing the opposite of your praises! We're making a pact to never fly u again
4719,negative,@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin
5172,neutral,@VirginAmerica Can you give me Silver Status for 12 months?
5250,neutral,"@JetBlue flight 1041 to Savannah, GA"
3899,negative,@USAirways 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management
3425,negative,@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...
3487,negative,@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.
1905,positive,@SouthwestAir Thank you!  #thankful #feelingtheluv
6530,neutral,@SouthwestAir Do you perhaps have a pair to the Atlanta show? #prettyplease
1972,positive,@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI
5640,neutral,"@SouthwestAir flight 3899 HOU to MDW aboard a Boeing 73, boarded for an on-time 2PM departure. #WheelsUp #fb"
3921,negative,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC
391,positive,@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧
